split,window_index,fall_window_order,subject_id,recording_id,class_label,class_name,cluster_id,cluster_mapped_severity_label,severity_label,severity_class,anomaly_score,anomaly_flag,anomaly_marking,refined_severity_label,refined_severity_class
train,1844,56,SA01,SA01:F03_SA01_R05.txt,1,Fall,1,1,1,Severe,0.07112845571637616,0,Normal,1,Severe
train,1845,57,SA01,SA01:F03_SA01_R05.txt,1,Fall,1,1,1,Severe,0.0976337089673272,0,Normal,1,Severe
train,1846,58,SA01,SA01:F03_SA01_R05.txt,1,Fall,1,1,1,Severe,0.10852970862907063,0,Normal,1,Severe
train,1847,59,SA01,SA01:F03_SA01_R05.txt,1,Fall,1,1,1,Severe,0.10452598280899367,0,Normal,1,Severe
train,1859,60,SA01,SA01:F04_SA01_R01.txt,1,Fall,1,1,1,Severe,0.008884886438319861,0,Normal,1,Severe
train,1860,61,SA01,SA01:F04_SA01_R01.txt,1,Fall,1,1,1,Severe,0.016863900475400206,0,Normal,1,Severe
train,1861,62,SA01,SA01:F04_SA01_R01.txt,1,Fall,1,1,1,Severe,0.018630597854578546,0,Normal,1,Severe
train,1862,63,SA01,SA01:F04_SA01_R01.txt,1,Fall,1,1,1,Severe,0.01367208855154145,0,Normal,1,Severe
train,1875,64,SA01,SA01:F04_SA01_R02.txt,1,Fall,1,1,1,Severe,0.08131029580852756,0,Normal,1,Severe
train,1876,65,SA01,SA01:F04_SA01_R02.txt,1,Fall,1,1,1,Severe,0.09729339761305,0,Normal,1,Severe
train,1877,66,SA01,SA01:F04_SA01_R02.txt,1,Fall,1,1,1,Severe,0.10408088249934522,0,Normal,1,Severe
train,1878,67,SA01,SA01:F04_SA01_R02.txt,1,Fall,1,1,1,Severe,0.1071568282663381,0,Normal,1,Severe
train,1889,68,SA01,SA01:F04_SA01_R03.txt,1,Fall,1,1,1,Severe,0.03988051272649579,0,Normal,1,Severe
train,1890,69,SA01,SA01:F04_SA01_R03.txt,1,Fall,1,1,1,Severe,0.04914280666127191,0,Normal,1,Severe
train,1891,70,SA01,SA01:F04_SA01_R03.txt,1,Fall,1,1,1,Severe,0.05446579606632174,0,Normal,1,Severe
train,1892,71,SA01,SA01:F04_SA01_R03.txt,1,Fall,1,1,1,Severe,0.048899452912685604,0,Normal,1,Severe
train,1904,72,SA01,SA01:F04_SA01_R04.txt,1,Fall,1,1,1,Severe,0.015596431510419673,0,Normal,1,Severe
train,1905,73,SA01,SA01:F04_SA01_R04.txt,1,Fall,1,1,1,Severe,0.029642354012682337,0,Normal,1,Severe
train,1906,74,SA01,SA01:F04_SA01_R04.txt,1,Fall,1,1,1,Severe,0.03707978545290469,0,Normal,1,Severe
train,1907,75,SA01,SA01:F04_SA01_R04.txt,1,Fall,1,1,1,Severe,0.02527787088385658,0,Normal,1,Severe
train,1920,76,SA01,SA01:F04_SA01_R05.txt,1,Fall,1,1,1,Severe,0.06607039574137646,0,Normal,1,Severe
train,1921,77,SA01,SA01:F04_SA01_R05.txt,1,Fall,1,1,1,Severe,0.07207374742138345,0,Normal,1,Severe
train,1922,78,SA01,SA01:F04_SA01_R05.txt,1,Fall,1,1,1,Severe,0.07332978464900297,0,Normal,1,Severe
train,1923,79,SA01,SA01:F04_SA01_R05.txt,1,Fall,1,1,1,Severe,0.0567520534792762,0,Normal,1,Severe
train,1932,80,SA01,SA01:F05_SA01_R01.txt,1,Fall,1,1,1,Severe,0.04708891236439766,0,Normal,1,Severe
train,1933,81,SA01,SA01:F05_SA01_R01.txt,1,Fall,1,1,1,Severe,0.07520832598495752,0,Normal,1,Severe
train,1934,82,SA01,SA01:F05_SA01_R01.txt,1,Fall,1,1,1,Severe,0.08775134775896998,0,Normal,1,Severe
train,1935,83,SA01,SA01:F05_SA01_R01.txt,1,Fall,1,1,1,Severe,0.07093240393628664,0,Normal,1,Severe
train,1948,84,SA01,SA01:F05_SA01_R02.txt,1,Fall,1,1,1,Severe,-0.01695964559052321,1,Anomalous,-1,Non-applicable
train,1949,85,SA01,SA01:F05_SA01_R02.txt,1,Fall,1,1,1,Severe,0.0017660092208987566,0,Normal,1,Severe
train,1950,86,SA01,SA01:F05_SA01_R02.txt,1,Fall,1,1,1,Severe,0.014172190341735669,0,Normal,1,Severe
train,1951,87,SA01,SA01:F05_SA01_R02.txt,1,Fall,1,1,1,Severe,0.0017861546709184717,0,Normal,1,Severe
train,1963,88,SA01,SA01:F05_SA01_R03.txt,1,Fall,1,1,1,Severe,-0.062132688709743866,1,Anomalous,-1,Non-applicable
train,1964,89,SA01,SA01:F05_SA01_R03.txt,1,Fall,1,1,1,Severe,-0.041615978664158115,1,Anomalous,-1,Non-applicable
train,1965,90,SA01,SA01:F05_SA01_R03.txt,1,Fall,1,1,1,Severe,-0.030173387914820715,1,Anomalous,-1,Non-applicable
train,1966,91,SA01,SA01:F05_SA01_R03.txt,1,Fall,1,1,1,Severe,-0.030747578742553627,1,Anomalous,-1,Non-applicable
train,1978,92,SA01,SA01:F05_SA01_R04.txt,1,Fall,1,1,1,Severe,0.045627775985511154,0,Normal,1,Severe
train,1979,93,SA01,SA01:F05_SA01_R04.txt,1,Fall,1,1,1,Severe,0.05543411188308539,0,Normal,1,Severe
train,1980,94,SA01,SA01:F05_SA01_R04.txt,1,Fall,1,1,1,Severe,0.0711428089098119,0,Normal,1,Severe
train,1981,95,SA01,SA01:F05_SA01_R04.txt,1,Fall,1,1,1,Severe,0.07542229951655033,0,Normal,1,Severe
train,1993,96,SA01,SA01:F05_SA01_R05.txt,1,Fall,1,1,1,Severe,-0.04913393285219081,1,Anomalous,-1,Non-applicable
train,1994,97,SA01,SA01:F05_SA01_R05.txt,1,Fall,1,1,1,Severe,-0.06688082371780257,1,Anomalous,-1,Non-applicable
train,1995,98,SA01,SA01:F05_SA01_R05.txt,1,Fall,1,1,1,Severe,-0.06540786749871164,1,Anomalous,-1,Non-applicable
train,1996,99,SA01,SA01:F05_SA01_R05.txt,1,Fall,1,1,1,Severe,-0.06282139858537084,1,Anomalous,-1,Non-applicable
train,2009,100,SA01,SA01:F06_SA01_R01.txt,1,Fall,1,1,1,Severe,0.09075103371037391,0,Normal,1,Severe
train,2010,101,SA01,SA01:F06_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10360164700718538,0,Normal,1,Severe
train,2011,102,SA01,SA01:F06_SA01_R01.txt,1,Fall,1,1,1,Severe,0.1018951842615457,0,Normal,1,Severe
train,2012,103,SA01,SA01:F06_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10117555973111331,0,Normal,1,Severe
train,2024,104,SA01,SA01:F06_SA01_R02.txt,1,Fall,0,0,0,Mild,0.07790100420007129,0,Normal,0,Mild
train,2025,105,SA01,SA01:F06_SA01_R02.txt,1,Fall,0,0,0,Mild,0.0974678082430881,0,Normal,0,Mild
train,2026,106,SA01,SA01:F06_SA01_R02.txt,1,Fall,0,0,0,Mild,0.10146729861447146,0,Normal,0,Mild
train,2027,107,SA01,SA01:F06_SA01_R02.txt,1,Fall,0,0,0,Mild,0.10208360018172807,0,Normal,0,Mild
train,2040,108,SA01,SA01:F06_SA01_R03.txt,1,Fall,1,1,1,Severe,0.0849638870922157,0,Normal,1,Severe
train,2041,109,SA01,SA01:F06_SA01_R03.txt,1,Fall,1,1,1,Severe,0.07014948651645092,0,Normal,1,Severe
train,2042,110,SA01,SA01:F06_SA01_R03.txt,1,Fall,1,1,1,Severe,0.07931024694663197,0,Normal,1,Severe
train,2043,111,SA01,SA01:F06_SA01_R03.txt,1,Fall,1,1,1,Severe,0.08872593926908445,0,Normal,1,Severe
train,2054,112,SA01,SA01:F06_SA01_R04.txt,1,Fall,1,1,1,Severe,0.041244021541838816,0,Normal,1,Severe
train,2055,113,SA01,SA01:F06_SA01_R04.txt,1,Fall,1,1,1,Severe,0.03501317444047919,0,Normal,1,Severe
train,2056,114,SA01,SA01:F06_SA01_R04.txt,1,Fall,1,1,1,Severe,0.033470558643627524,0,Normal,1,Severe
train,2057,115,SA01,SA01:F06_SA01_R04.txt,1,Fall,1,1,1,Severe,0.027882774518805054,0,Normal,1,Severe
train,2071,116,SA01,SA01:F06_SA01_R05.txt,1,Fall,1,1,1,Severe,0.08834838733769124,0,Normal,1,Severe
train,2072,117,SA01,SA01:F06_SA01_R05.txt,1,Fall,1,1,1,Severe,0.08647933318319839,0,Normal,1,Severe
train,2073,118,SA01,SA01:F06_SA01_R05.txt,1,Fall,1,1,1,Severe,0.0981589988644635,0,Normal,1,Severe
train,2074,119,SA01,SA01:F06_SA01_R05.txt,1,Fall,1,1,1,Severe,0.09616346378814022,0,Normal,1,Severe
train,2084,120,SA01,SA01:F07_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10312314540783102,0,Normal,1,Severe
train,2085,121,SA01,SA01:F07_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11791385730967263,0,Normal,1,Severe
train,2086,122,SA01,SA01:F07_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11835503288163857,0,Normal,1,Severe
train,2087,123,SA01,SA01:F07_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10840862737987128,0,Normal,1,Severe
train,2102,124,SA01,SA01:F07_SA01_R02.txt,1,Fall,1,1,1,Severe,0.10795625878053672,0,Normal,1,Severe
train,2103,125,SA01,SA01:F07_SA01_R02.txt,1,Fall,1,1,1,Severe,0.11869927239387645,0,Normal,1,Severe
train,2104,126,SA01,SA01:F07_SA01_R02.txt,1,Fall,1,1,1,Severe,0.11251366353776948,0,Normal,1,Severe
train,2105,127,SA01,SA01:F07_SA01_R02.txt,1,Fall,0,0,0,Mild,0.1114630532111841,0,Normal,0,Mild
train,2118,128,SA01,SA01:F07_SA01_R03.txt,1,Fall,0,0,0,Mild,0.08692986000880903,0,Normal,0,Mild
train,2119,129,SA01,SA01:F07_SA01_R03.txt,1,Fall,0,0,0,Mild,0.0967895729303313,0,Normal,0,Mild
train,2120,130,SA01,SA01:F07_SA01_R03.txt,1,Fall,0,0,0,Mild,0.09115012993768001,0,Normal,0,Mild
train,2121,131,SA01,SA01:F07_SA01_R03.txt,1,Fall,0,0,0,Mild,0.07427448702034373,0,Normal,0,Mild
train,2131,132,SA01,SA01:F07_SA01_R04.txt,1,Fall,0,0,0,Mild,0.07815753122567537,0,Normal,0,Mild
train,2132,133,SA01,SA01:F07_SA01_R04.txt,1,Fall,1,1,1,Severe,0.10407257329920006,0,Normal,1,Severe
train,2133,134,SA01,SA01:F07_SA01_R04.txt,1,Fall,1,1,1,Severe,0.1115858003880168,0,Normal,1,Severe
train,2134,135,SA01,SA01:F07_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11205317868904391,0,Normal,1,Severe
train,2145,136,SA01,SA01:F07_SA01_R05.txt,1,Fall,1,1,1,Severe,0.06283786287672127,0,Normal,1,Severe
train,2146,137,SA01,SA01:F07_SA01_R05.txt,1,Fall,1,1,1,Severe,0.07941947436253394,0,Normal,1,Severe
train,2147,138,SA01,SA01:F07_SA01_R05.txt,1,Fall,1,1,1,Severe,0.07584358620708676,0,Normal,1,Severe
train,2148,139,SA01,SA01:F07_SA01_R05.txt,1,Fall,1,1,1,Severe,0.05220611203140685,0,Normal,1,Severe
train,2157,140,SA01,SA01:F08_SA01_R01.txt,1,Fall,1,1,1,Severe,0.12280797962361151,0,Normal,1,Severe
train,2158,141,SA01,SA01:F08_SA01_R01.txt,1,Fall,1,1,1,Severe,0.1256470822802434,0,Normal,1,Severe
train,2159,142,SA01,SA01:F08_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11648562650715422,0,Normal,1,Severe
train,2160,143,SA01,SA01:F08_SA01_R01.txt,1,Fall,1,1,1,Severe,0.09482398881810528,0,Normal,1,Severe
train,2172,144,SA01,SA01:F08_SA01_R02.txt,1,Fall,1,1,1,Severe,0.11742958010446414,0,Normal,1,Severe
train,2173,145,SA01,SA01:F08_SA01_R02.txt,1,Fall,1,1,1,Severe,0.12157330806080197,0,Normal,1,Severe
train,2174,146,SA01,SA01:F08_SA01_R02.txt,1,Fall,1,1,1,Severe,0.10892072346976739,0,Normal,1,Severe
train,2175,147,SA01,SA01:F08_SA01_R02.txt,1,Fall,1,1,1,Severe,0.08885674341013405,0,Normal,1,Severe
train,2189,148,SA01,SA01:F08_SA01_R03.txt,1,Fall,1,1,1,Severe,0.12977061523107236,0,Normal,1,Severe
train,2190,149,SA01,SA01:F08_SA01_R03.txt,1,Fall,1,1,1,Severe,0.12764799900658003,0,Normal,1,Severe
train,2191,150,SA01,SA01:F08_SA01_R03.txt,1,Fall,1,1,1,Severe,0.11936352818823937,0,Normal,1,Severe
train,2192,151,SA01,SA01:F08_SA01_R03.txt,1,Fall,1,1,1,Severe,0.05151017588094059,0,Normal,1,Severe
train,2204,152,SA01,SA01:F08_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11323409740958323,0,Normal,1,Severe
train,2205,153,SA01,SA01:F08_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11219013230378932,0,Normal,1,Severe
train,2206,154,SA01,SA01:F08_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11293799400381876,0,Normal,1,Severe
train,2207,155,SA01,SA01:F08_SA01_R04.txt,1,Fall,1,1,1,Severe,0.09580998315242117,0,Normal,1,Severe
train,2220,156,SA01,SA01:F08_SA01_R05.txt,1,Fall,1,1,1,Severe,0.11524329638958325,0,Normal,1,Severe
train,2221,157,SA01,SA01:F08_SA01_R05.txt,1,Fall,1,1,1,Severe,0.11255233568510475,0,Normal,1,Severe
train,2222,158,SA01,SA01:F08_SA01_R05.txt,1,Fall,1,1,1,Severe,0.09869074303275455,0,Normal,1,Severe
train,2223,159,SA01,SA01:F08_SA01_R05.txt,1,Fall,1,1,1,Severe,0.0309431521364969,0,Normal,1,Severe
train,2232,160,SA01,SA01:F09_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10481249624394628,0,Normal,1,Severe
train,2233,161,SA01,SA01:F09_SA01_R01.txt,1,Fall,1,1,1,Severe,0.12102659924623882,0,Normal,1,Severe
train,2234,162,SA01,SA01:F09_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10928589382563747,0,Normal,1,Severe
train,2235,163,SA01,SA01:F09_SA01_R01.txt,1,Fall,1,1,1,Severe,0.09489597105765363,0,Normal,1,Severe
train,2251,164,SA01,SA01:F09_SA01_R02.txt,1,Fall,1,1,1,Severe,0.11652871100814338,0,Normal,1,Severe
train,2252,165,SA01,SA01:F09_SA01_R02.txt,1,Fall,1,1,1,Severe,0.11375692898065437,0,Normal,1,Severe
train,2253,166,SA01,SA01:F09_SA01_R02.txt,1,Fall,1,1,1,Severe,0.09324147536411381,0,Normal,1,Severe
train,2254,167,SA01,SA01:F09_SA01_R02.txt,1,Fall,1,1,1,Severe,0.06151192720066134,0,Normal,1,Severe
train,2264,168,SA01,SA01:F09_SA01_R03.txt,1,Fall,1,1,1,Severe,0.10844004717111727,0,Normal,1,Severe
train,2265,169,SA01,SA01:F09_SA01_R03.txt,1,Fall,1,1,1,Severe,0.11310758167990026,0,Normal,1,Severe
train,2266,170,SA01,SA01:F09_SA01_R03.txt,1,Fall,1,1,1,Severe,0.08882056838440855,0,Normal,1,Severe
train,2267,171,SA01,SA01:F09_SA01_R03.txt,1,Fall,1,1,1,Severe,0.07318122008601619,0,Normal,1,Severe
train,2282,172,SA01,SA01:F09_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11487834365968702,0,Normal,1,Severe
train,2283,173,SA01,SA01:F09_SA01_R04.txt,1,Fall,1,1,1,Severe,0.11308746653144625,0,Normal,1,Severe
train,2284,174,SA01,SA01:F09_SA01_R04.txt,1,Fall,1,1,1,Severe,0.10120068710058028,0,Normal,1,Severe
train,2285,175,SA01,SA01:F09_SA01_R04.txt,1,Fall,1,1,1,Severe,0.09056500763356651,0,Normal,1,Severe
train,2294,176,SA01,SA01:F09_SA01_R05.txt,1,Fall,0,0,0,Mild,0.07352668837710785,0,Normal,0,Mild
train,2295,177,SA01,SA01:F09_SA01_R05.txt,1,Fall,1,1,1,Severe,0.12922501558704463,0,Normal,1,Severe
train,2296,178,SA01,SA01:F09_SA01_R05.txt,1,Fall,1,1,1,Severe,0.12217496692769725,0,Normal,1,Severe
train,2297,179,SA01,SA01:F09_SA01_R05.txt,1,Fall,1,1,1,Severe,0.10799018295703539,0,Normal,1,Severe
train,2305,180,SA01,SA01:F10_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11674813016058505,0,Normal,1,Severe
train,2306,181,SA01,SA01:F10_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11491875239502819,0,Normal,1,Severe
train,2307,182,SA01,SA01:F10_SA01_R01.txt,1,Fall,1,1,1,Severe,0.11617209828213759,0,Normal,1,Severe
train,2308,183,SA01,SA01:F10_SA01_R01.txt,1,Fall,1,1,1,Severe,0.10736974191777854,0,Normal,1,Severe
train,2325,184,SA01,SA01:F10_SA01_R02.txt,1,Fall,1,1,1,Severe,0.08279669451208804,0,Normal,1,Severe
train,2326,185,SA01,SA01:F10_SA01_R02.txt,1,Fall,1,1,1,Severe,0.08960342620102718,0,Normal,1,Severe
train,2327,186,SA01,SA01:F10_SA01_R02.txt,1,Fall,1,1,1,Severe,0.09488053712858735,0,Normal,1,Severe
train,2328,187,SA01,SA01:F10_SA01_R02.txt,1,Fall,1,1,1,Severe,0.0947565721265563,0,Normal,1,Severe
train,2340,188,SA01,SA01:F10_SA01_R03.txt,1,Fall,1,1,1,Severe,0.10959744320598663,0,Normal,1,Severe
train,2341,189,SA01,SA01:F10_SA01_R03.txt,1,Fall,1,1,1,Severe,0.10620072737483566,0,Normal,1,Severe
train,2342,190,SA01,SA01:F10_SA01_R03.txt,1,Fall,1,1,1,Severe,0.09375126229352393,0,Normal,1,Severe
train,2343,191,SA01,SA01:F10_SA01_R03.txt,1,Fall,1,1,1,Severe,0.02433056325343952,0,Normal,1,Severe
train,2354,192,SA01,SA01:F10_SA01_R04.txt,1,Fall,1,1,1,Severe,0.06913111820874307,0,Normal,1,Severe
train,2355,193,SA01,SA01:F10_SA01_R04.txt,1,Fall,1,1,1,Severe,0.09189637896367886,0,Normal,1,Severe
train,2356,194,SA01,SA01:F10_SA01_R04.txt,1,Fall,1,1,1,Severe,0.09401848455809714,0,Normal,1,Severe
train,2357,195,SA01,SA01:F10_SA01_R04.txt,1,Fall,1,1,1,Severe,0.09347582923604958,0,Normal,1,Severe
train,2369,196,SA01,SA01:F10_SA01_R05.txt,1,Fall,1,1,1,Severe,0.11254776288078205,0,Normal,1,Severe
train,2370,197,SA01,SA01:F10_SA01_R05.txt,1,Fall,1,1,1,Severe,0.10789953942391878,0,Normal,1,Severe
train,2371,198,SA01,SA01:F10_SA01_R05.txt,1,Fall,1,1,1,Severe,0.08752085339763288,0,Normal,1,Severe
train,2372,199,SA01,SA01:F10_SA01_R05.txt,1,Fall,1,1,1,Severe,0.014201844549154297,0,Normal,1,Severe
train,2384,200,SA01,SA01:F11_SA01_R01.txt,1,Fall,0,0,0,Mild,0.04642253932269236,0,Normal,0,Mild
train,2385,201,SA01,SA01:F11_SA01_R01.txt,1,Fall,0,0,0,Mild,0.0590941512904849,0,Normal,0,Mild
train,2386,202,SA01,SA01:F11_SA01_R01.txt,1,Fall,0,0,0,Mild,0.05973593349170636,0,Normal,0,Mild
train,2387,203,SA01,SA01:F11_SA01_R01.txt,1,Fall,0,0,0,Mild,0.042822062665711425,0,Normal,0,Mild
train,2397,204,SA01,SA01:F11_SA01_R02.txt,1,Fall,0,0,0,Mild,0.046843675856164224,0,Normal,0,Mild
train,2398,205,SA01,SA01:F11_SA01_R02.txt,1,Fall,0,0,0,Mild,0.05352802155950953,0,Normal,0,Mild
train,2399,206,SA01,SA01:F11_SA01_R02.txt,1,Fall,0,0,0,Mild,0.04879420500273185,0,Normal,0,Mild
train,2400,207,SA01,SA01:F11_SA01_R02.txt,1,Fall,0,0,0,Mild,0.04020973678508155,0,Normal,0,Mild
train,2415,208,SA01,SA01:F11_SA01_R03.txt,1,Fall,0,0,0,Mild,0.017405450733734118,0,Normal,0,Mild
train,2416,209,SA01,SA01:F11_SA01_R03.txt,1,Fall,0,0,0,Mild,0.030456769622388413,0,Normal,0,Mild
train,2417,210,SA01,SA01:F11_SA01_R03.txt,1,Fall,0,0,0,Mild,0.029640508461304282,0,Normal,0,Mild
